PM2_5,NO2,CO,SO2,O3,AQI
33.66,6.56,0.73,8.19,21.1,102.0
60.25,39.37,0.86,14.59,43.99,115.0
53.46,13.16,0.84,9.13,9.92,100.0
76.96,39.58,0.99,12.7,40.45,180.0
141.21,52.13,1.3,9.59,49.62,296.0
52.58,24.96,0.98,6.34,88.45,106.0
33.84,51.19,0.3,7.71,23.63,78.0
67.02,34.23,0.93,7.35,45.16,153.0
43.75,28.21,0.87,36.35,30.69,97.0
33.08,34.43,0.68,6.35,34.53,80.0
34.57,26.75,0.55,4.11,25.15,70.0
88.76,30.85,0.11,33.59,111.81,198.0
29.26,25.52,0.85,10.84,21.91,81.0
63.86,33.08,0.01,4.71,16.83,135.0
98.63,31.96,1.06,20.19,59.79,202.0
41.74,26.86,1.23,8.12,28.41,103.0
76.92,34.92,0.96,9.03,38.43,217.0
160.75,57.69,10.28,6.91,43.44,329.0
103.93,46.48,1.21,10.25,38.83,189.0
32.84,32.44,0.67,13.58,11.28,115.0
81.87,26.17,0.99,16.19,63.12,175.0
26.86,78.52,0.68,3.05,18.36,115.0
68.34,26.26,0.06,6.43,45.63,125.0
176.17,53.51,1.18,22.15,36.35,336.0
15.31,27.1,0.3,7.61,9.29,48.0
423.52,59.35,2.35,14.14,37.71,595.0
85.87,19.83,1.13,17.25,55.11,168.0
62.47,11.16,0.78,9.02,22.76,104.0
28.14,34.82,1.02,35.15,35.95,101.0
41.99,29.28,0.01,5.58,18.68,115.0
50.84,39.89,0.75,5.05,25.47,96.0
13.75,22.7,0.07,3.03,57.96,109.0
63.64,15.63,0.88,7.38,7.63,170.0
36.53,34.18,0.72,10.46,39.81,112.0
41.63,18.15,0.01,4.66,16.8,132.0
273.56,60.4,1.96,21.01,61.73,421.0
88.36,20.23,0.12,14.02,117.93,198.0
9.71,14.66,0.19,3.1,50.2,72.0
18.86,9.17,0.5,9.61,10.49,40.0
21.99,16.14,1.34,12.55,24.31,86.0
11.99,10.35,0.37,4.65,19.79,34.0
33.48,25.54,0.48,5.59,41.68,78.0
24.78,23.6,0.78,10.82,26.5,82.0
22.42,40.78,0.46,17.91,23.02,84.0
11.3,18.09,0.11,8.88,18.67,51.0
319.69,70.54,2.7,17.38,41.44,509.0
24.63,26.07,0.2,4.37,26.3,60.0
23.02,20.88,0.29,10.04,17.59,58.0
120.86,45.28,1.2,10.32,29.69,254.0
96.33,28.36,1.71,3.36,21.55,197.0
16.6,6.74,0.6,15.64,31.28,76.0
35.27,22.96,0.35,6.09,32.66,86.0
13.93,10.72,0.33,6.52,44.77,73.0
261.77,25.75,0.77,6.91,27.45,453.0
64.44,61.25,1.45,17.52,56.33,120.0
59.59,11.48,0.74,11.15,50.25,128.0
32.88,15.23,0.19,5.02,41.62,72.0
41.41,32.89,0.91,9.55,31.21,113.0
34.85,29.14,0.62,7.11,44.34,83.0
136.72,56.31,1.48,12.36,26.8,251.0
28.66,24.26,0.44,5.46,40.38,87.0
19.94,20.46,0.41,11.06,36.03,56.0
102.24,54.59,1.26,7.07,19.95,211.0
39.33,11.32,0.39,13.28,63.72,95.0
67.01,47.05,0.7,9.29,24.01,133.0
42.56,30.38,1.11,9.52,25.75,131.0
26.99,15.1,0.59,6.56,40.04,42.0
240.97,72.93,2.38,24.08,87.26,433.0
9.76,10.86,0.05,5.12,41.74,57.0
65.56,23.26,0.86,16.7,34.16,115.0
97.45,54.31,1.09,14.25,41.92,222.0
126.66,94.51,1.45,11.75,26.07,306.0
17.03,24.57,0.68,8.84,46.24,64.0
32.16,27.46,0.52,4.1,22.94,66.0
141.28,31.72,0.87,8.73,37.85,285.0
207.2,35.29,3.03,9.22,16.96,372.0
28.43,9.41,0.0,3.1,29.37,49.0
17.69,21.69,0.26,7.41,15.37,49.0
43.06,17.54,0.57,5.06,46.38,137.0
167.54,65.44,0.98,21.24,82.93,345.0
74.35,29.58,0.52,8.8,30.67,123.0
28.78,25.03,1.04,8.51,23.58,93.0
34.56,16.51,0.57,19.73,44.57,74.0
60.03,67.81,0.34,49.63,56.91,117.0
58.71,57.73,0.64,3.22,17.08,152.0
13.97,7.21,0.64,10.24,20.32,76.0
41.26,17.45,0.0,5.4,34.25,70.0
36.74,9.77,0.57,7.53,8.63,58.0
23.57,24.78,0.66,10.28,19.71,62.0
48.9,22.09,0.58,6.3,52.92,120.0
36.84,18.32,0.82,12.19,47.98,107.0
58.44,13.55,0.84,25.04,31.93,121.0
66.78,62.23,1.19,12.94,54.6,144.0
32.77,33.97,0.47,9.12,23.73,54.0
61.88,23.14,0.09,12.81,81.38,132.0
24.62,25.22,0.54,5.59,30.87,54.0
37.22,22.49,0.59,5.34,23.74,84.0
42.92,13.9,1.18,7.02,24.96,111.0
21.06,40.33,0.63,11.09,21.69,83.0
72.1,37.14,1.11,12.61,34.59,156.0
61.32,54.28,0.17,35.08,38.95,96.0
17.08,11.62,0.78,8.52,36.31,72.0
20.96,5.69,0.6,10.85,17.45,70.0
50.36,37.2,1.15,15.6,15.1,127.0
12.34,10.05,0.38,9.61,17.27,38.0
17.96,19.43,0.31,9.15,20.04,57.0
45.02,11.18,0.99,5.38,28.3,102.0
71.78,11.13,1.17,33.19,19.86,126.0
36.82,29.23,1.11,9.75,28.2,111.0
45.4,34.88,0.52,2.45,8.5,106.0
24.24,23.41,0.52,7.95,37.71,139.0
50.19,12.41,0.57,11.65,69.65,117.0
48.96,23.73,0.0,6.21,22.47,137.0
26.31,4.43,0.45,14.61,45.71,91.0
65.35,1.05,0.95,6.73,32.63,118.0
25.01,22.53,0.51,5.48,25.02,65.0
4.7,10.03,0.53,13.34,34.37,47.0
38.13,18.95,0.51,9.04,31.37,73.0
20.36,25.6,0.31,7.74,13.86,50.0
12.45,26.62,0.53,17.43,27.85,70.0
46.45,29.5,0.52,6.66,20.13,84.0
42.17,25.01,1.03,8.03,45.73,79.0
78.12,51.49,0.72,11.05,31.88,153.0
13.1,22.88,0.33,17.88,25.83,35.0
56.05,38.02,0.85,20.02,46.0,107.0
49.73,35.29,0.12,15.24,48.24,131.0
87.43,37.31,0.1,13.4,121.72,229.0
12.12,30.68,0.89,11.8,16.54,64.0
31.72,24.54,0.11,11.29,42.06,90.0
41.79,43.96,0.73,8.16,56.47,111.0
44.84,39.52,0.7,9.74,44.31,103.0
34.71,43.66,1.1,6.22,34.18,106.0
34.25,29.91,1.0,10.18,33.71,99.0
219.68,55.72,1.5,25.96,89.58,431.0
59.7,35.91,1.11,5.88,74.13,110.0
18.71,27.41,0.18,4.46,11.52,66.0
37.8,36.39,0.56,7.18,36.69,106.0
38.9,27.29,0.98,16.06,56.99,109.0
77.38,75.54,1.15,30.69,35.94,182.0
56.87,65.82,1.09,9.89,40.48,118.0
61.28,48.98,0.84,9.71,4.22,111.0
34.28,41.25,0.52,6.76,10.65,110.0
58.24,35.21,0.53,9.14,28.29,100.0
43.48,53.31,0.8,9.51,50.3,114.0
24.68,29.05,0.58,16.03,23.73,124.0
71.44,16.6,1.15,8.39,38.01,211.0
29.83,10.6,0.73,11.5,21.25,77.0
89.48,59.85,1.08,2.75,34.35,90.0
46.28,23.71,0.71,7.21,66.6,82.0
112.67,60.4,1.8,19.52,46.51,273.0
23.12,25.02,0.36,9.85,16.9,75.0
49.62,35.86,0.58,13.5,51.23,114.0
18.63,9.7,0.53,11.7,14.6,62.0
15.32,10.48,0.88,8.93,14.12,52.0
31.38,29.66,0.48,9.0,13.77,82.0
63.98,71.81,1.61,26.27,39.16,114.0
69.5,35.4,0.76,12.78,60.26,149.0
21.73,14.72,0.31,10.14,14.9,57.0
38.48,23.81,0.82,2.86,29.75,106.0
36.85,43.12,1.25,44.65,28.44,103.0
55.22,8.66,0.76,18.32,24.29,153.0
77.98,44.96,0.06,7.22,50.69,165.0
35.91,14.83,0.75,9.26,43.77,61.0
44.44,25.0,0.86,7.73,26.08,91.0
35.45,26.65,0.84,11.38,23.65,105.0
19.87,7.07,0.42,12.95,42.21,98.0
17.96,14.95,0.69,6.51,32.73,73.0
80.27,12.84,0.79,14.86,60.68,162.0
33.03,26.32,0.49,5.04,30.42,70.0
69.5,44.02,0.58,16.11,42.35,129.0
266.95,105.29,3.49,24.92,132.26,431.0
41.54,9.04,0.76,2.93,16.54,137.0
102.2,24.51,0.24,24.0,35.32,224.0
9.87,19.35,0.29,5.32,16.2,38.0
16.81,10.69,0.39,5.57,30.12,49.0
37.17,19.64,0.82,15.36,48.56,102.0
27.09,12.84,0.38,9.94,23.44,118.0
11.94,15.1,0.32,9.39,19.37,45.0
45.3,8.67,0.74,9.2,9.4,82.0
19.95,27.69,0.61,14.62,18.42,84.0
44.84,36.56,0.76,9.6,77.07,155.0
31.3,25.22,1.48,11.06,35.61,90.0
44.56,9.99,0.8,17.99,17.71,87.0
68.2,39.85,0.98,11.6,65.27,176.0
30.85,23.55,0.67,7.93,20.43,104.0
16.89,6.37,0.39,6.75,54.84,62.0
44.33,30.78,0.66,5.89,42.0,111.0
24.22,10.9,0.39,6.07,40.49,67.0
57.26,40.89,0.17,19.79,33.12,162.0
45.0,45.61,0.67,11.59,37.56,91.0
68.78,25.72,0.91,7.33,69.11,162.0
14.61,18.2,0.53,6.94,23.9,50.0
27.82,11.61,0.5,6.0,10.61,58.0
20.02,20.44,0.87,9.65,14.75,69.0
29.45,38.84,0.8,37.97,41.44,77.0
60.4,46.04,0.71,6.93,47.74,125.0
22.54,34.15,0.39,6.51,13.41,69.0
32.81,25.75,0.67,8.05,27.46,69.0
103.27,8.26,1.25,12.0,5.79,108.0
83.12,16.36,1.1,9.12,33.04,172.0
72.64,46.04,1.09,26.03,63.46,158.0
68.34,48.19,1.16,10.68,54.68,188.0
85.48,17.0,0.78,13.68,38.48,135.0
7.14,11.84,0.5,8.21,28.73,40.0
13.28,4.83,0.0,12.24,25.98,40.0
22.92,21.67,0.48,2.92,21.13,54.0
47.78,11.03,0.45,9.11,62.77,112.0
61.58,63.83,1.5,13.46,39.83,108.0
39.3,29.15,0.83,10.78,34.46,101.0
36.35,28.41,0.59,7.76,30.83,87.0
44.72,10.88,0.67,5.2,31.5,112.0
106.57,31.12,9.36,5.97,32.88,275.0
78.47,60.5,1.19,11.15,31.36,199.0
65.06,58.17,1.16,11.79,33.73,162.0
92.44,53.79,0.11,16.93,71.09,182.0
36.7,25.24,1.02,9.47,31.12,108.0
67.28,60.17,0.76,28.68,35.17,139.0
205.44,65.98,1.99,19.65,46.13,391.0
50.56,37.27,0.97,5.25,23.36,99.0
98.86,46.42,0.9,7.35,33.13,202.0
25.97,29.23,0.11,5.47,11.72,71.0
107.28,46.15,1.23,14.7,36.36,270.0
58.85,75.82,0.97,29.86,35.87,103.0
32.22,25.1,0.89,9.27,18.6,90.0
18.12,11.78,0.46,14.24,17.41,43.0
34.18,28.46,0.78,8.53,28.09,102.0
582.28,49.67,2.39,10.2,33.91,659.0
53.09,5.0,0.51,11.35,17.72,94.0
10.98,12.28,0.14,3.86,32.5,63.0
56.82,6.53,0.74,12.52,19.27,117.0
82.53,67.17,1.01,28.57,24.03,153.0
43.12,42.1,0.82,19.9,16.01,97.0
245.53,47.5,1.8,11.03,28.07,417.0
12.63,15.62,0.42,3.04,16.11,36.0
271.99,91.53,2.95,14.48,42.41,389.0
68.79,43.74,0.0,12.09,43.59,115.0
61.11,60.83,0.33,32.05,38.81,107.0
74.19,37.39,0.67,4.46,34.73,145.0
34.35,16.94,0.78,10.84,48.72,110.0
19.11,9.24,0.38,8.23,51.65,79.0
13.26,13.38,0.34,8.12,14.98,36.0
21.96,22.78,0.68,10.9,20.69,100.0
90.31,51.26,1.24,19.71,48.23,209.0
58.9,34.31,1.03,14.12,40.8,154.0
94.08,63.25,1.38,13.49,41.82,246.0
46.57,15.57,0.76,6.55,8.43,80.0
18.89,15.71,0.61,5.58,7.06,85.0
39.86,37.89,1.0,25.01,18.72,87.0
26.77,19.83,0.67,4.89,16.48,49.0
39.52,17.39,0.92,3.26,17.56,77.0
39.42,7.21,0.29,13.08,45.54,73.0
41.97,48.76,0.9,10.66,29.39,122.0
63.6,25.39,0.33,19.58,55.87,129.0
22.92,14.3,0.39,2.49,24.96,44.0
57.54,33.63,0.72,12.66,36.42,120.0
21.88,22.74,0.6,2.76,8.57,63.0
14.57,7.56,0.34,6.68,31.48,45.0
59.35,49.48,0.7,24.06,45.37,138.0
167.16,68.29,1.89,14.53,51.27,335.0
50.52,14.79,0.59,13.86,32.95,114.0
12.86,12.51,0.42,7.48,18.8,49.0
74.8,6.28,0.83,13.5,19.87,135.0
34.8,8.64,1.0,17.25,25.44,77.0
15.97,11.72,0.15,2.96,31.42,71.0
54.62,40.32,0.81,7.54,45.56,120.0
25.85,15.5,0.4,4.62,17.95,44.0
13.08,37.98,0.1,4.39,26.59,52.0
133.62,58.16,1.72,16.56,37.17,266.0
27.42,6.89,1.31,3.42,34.72,119.0
42.07,19.37,0.47,4.71,36.94,75.0
20.91,8.09,0.77,9.28,9.78,96.0
14.82,4.83,0.13,3.45,27.37,50.0
65.94,48.75,1.63,13.09,19.97,177.0
29.98,25.34,0.61,3.58,20.79,66.0
18.47,16.89,0.8,11.49,22.14,111.0
23.16,16.39,0.57,2.59,21.87,71.0
78.62,39.74,0.68,5.24,40.02,154.0
314.32,71.37,2.92,15.86,38.29,460.0
36.4,40.32,0.82,16.17,10.84,98.0
80.65,7.57,0.88,10.2,22.35,187.0
36.81,34.54,0.54,4.44,17.16,99.0
43.88,30.35,1.15,11.31,28.35,108.0
50.92,34.62,0.81,11.06,28.92,109.0
57.61,35.93,0.25,22.31,39.94,160.0
57.86,29.63,0.19,10.31,42.14,147.0
9.77,12.59,0.32,21.81,28.75,41.0
33.59,29.75,0.88,8.16,27.33,103.0
35.3,33.42,0.8,6.68,10.95,114.0
31.53,30.61,0.58,5.55,21.14,78.0
57.31,26.18,0.02,5.98,21.27,138.0
64.25,9.19,1.18,4.33,55.42,138.0
16.78,13.74,0.2,10.67,26.03,61.0
69.68,57.75,1.02,11.14,32.3,150.0
66.28,45.13,0.05,7.21,45.97,132.0
45.6,34.95,0.67,5.57,36.41,106.0
13.37,10.08,0.15,5.05,29.49,55.0
157.33,63.88,1.62,18.67,60.7,293.0
18.52,11.69,0.57,10.29,32.23,56.0
17.4,6.8,0.36,4.44,26.47,47.0
8.96,9.69,0.38,4.69,20.87,38.0
9.89,9.71,0.34,3.51,24.92,35.0
57.61,39.4,0.16,13.08,66.96,164.0
76.02,23.89,1.37,8.12,15.59,183.0
22.93,10.12,0.29,11.97,32.73,100.0
64.97,35.98,0.0,5.02,67.42,121.0
137.73,54.31,1.66,18.35,51.05,300.0
20.57,33.67,0.76,11.08,18.41,66.0
63.29,12.41,1.08,5.8,44.08,117.0
29.06,9.14,0.69,3.55,18.23,112.0
61.23,26.94,1.16,4.41,33.61,151.0
17.26,16.95,0.21,4.92,33.5,59.0
10.66,8.02,0.35,12.07,22.33,56.0
18.97,29.57,0.11,7.14,13.23,68.0
20.3,17.88,0.42,1.82,27.06,48.0
21.84,35.28,0.42,3.69,5.98,68.0
81.3,45.87,1.06,15.1,51.32,284.0
27.18,14.8,0.76,15.59,53.43,98.0
44.03,25.02,0.74,9.37,26.19,100.0
35.78,47.98,0.16,10.0,39.06,131.0
70.31,76.93,1.24,3.89,21.19,129.0
35.45,10.73,0.46,7.28,28.92,86.0
64.22,28.36,1.02,9.84,98.75,125.0
126.48,49.13,1.06,15.76,33.6,301.0
21.42,9.28,0.15,5.62,12.0,54.0
55.76,59.47,0.51,36.43,53.54,105.0
271.42,101.44,3.28,26.81,124.74,455.0
33.54,65.03,1.9,11.57,28.7,127.0
29.0,12.23,0.37,5.14,29.13,59.0
95.24,60.8,2.13,10.84,77.91,218.0
39.76,23.24,0.52,15.33,69.15,146.0
41.51,36.55,0.67,4.72,43.49,92.0
33.27,21.56,0.62,2.47,15.67,63.0
147.77,35.25,2.47,6.53,26.29,324.0
11.8,13.33,0.17,6.91,32.11,66.0
108.88,47.62,1.26,9.09,19.67,263.0
24.46,10.4,0.29,8.03,19.29,52.0
38.91,35.15,0.84,8.96,22.76,117.0
190.36,56.74,1.96,13.69,35.79,365.0
54.71,24.83,0.91,17.39,43.99,129.0
107.8,68.55,1.23,12.15,40.5,254.0
50.73,20.95,0.54,2.57,50.33,124.0
7.47,12.91,0.54,1.93,26.99,38.0
73.25,52.99,0.86,15.16,55.76,166.0
23.34,26.71,0.54,11.89,47.47,92.0
54.88,33.37,0.81,8.8,65.54,173.0
52.22,41.52,0.79,7.43,47.71,124.0
51.86,36.64,0.48,9.23,48.43,175.0
37.09,49.9,1.09,9.28,33.36,93.0
104.12,50.03,1.39,12.76,39.92,297.0
88.14,71.1,1.32,6.52,19.6,197.0
40.18,47.96,0.81,13.28,19.68,98.0
17.63,16.04,0.93,10.19,24.64,110.0
76.47,56.9,1.13,8.51,38.5,163.0
69.05,45.83,0.67,10.09,66.17,168.0
9.91,19.91,0.47,8.78,19.68,50.0
23.39,29.54,0.64,35.36,29.24,93.0
17.07,25.75,0.5,16.01,36.19,46.0
100.71,60.68,1.19,12.79,68.59,229.0
107.88,57.23,0.79,14.24,85.98,236.0
31.59,8.68,0.6,12.33,35.43,60.0
23.36,29.64,0.79,9.32,22.21,74.0
26.65,15.49,1.28,9.79,34.75,131.0
16.92,17.85,0.42,5.76,17.91,65.0
10.27,13.77,0.06,13.08,34.23,56.0
39.22,24.58,0.95,10.6,25.73,113.0
46.3,9.68,0.79,8.19,7.92,100.0
12.34,15.36,0.21,4.19,32.15,51.0
29.09,15.45,0.68,12.63,49.14,102.0
47.95,14.6,1.4,9.46,39.95,143.0
34.47,25.85,0.51,4.18,33.2,121.0
55.8,38.85,0.56,5.59,31.04,123.0
100.72,29.84,1.06,4.98,23.98,228.0
38.25,69.53,0.55,13.42,14.32,90.0
46.04,14.95,0.77,5.2,64.49,156.0
61.7,10.58,1.12,6.51,45.37,137.0
34.73,10.78,0.69,8.68,22.14,60.0
102.22,29.41,10.47,17.16,40.23,323.0
12.88,15.24,0.17,4.33,54.45,86.0
20.12,12.73,0.18,4.97,32.41,63.0
62.53,24.42,1.06,9.26,53.74,152.0
147.83,30.0,0.33,14.31,37.15,317.0
19.7,21.7,0.25,5.47,16.26,48.0
27.39,29.07,0.09,10.98,59.6,127.0
37.64,23.58,0.09,5.2,70.21,142.0
20.48,19.29,0.08,2.36,79.99,147.0
50.96,31.88,0.92,6.89,15.62,103.0
23.92,39.01,0.89,9.72,24.73,79.0
6.54,9.5,0.14,3.09,26.17,48.0
29.86,4.52,0.28,23.12,44.17,69.0
50.06,12.11,1.0,7.78,45.55,110.0
113.04,61.96,1.47,40.38,48.63,251.0
15.2,9.26,1.18,6.82,54.21,125.0
43.09,36.52,0.54,6.93,24.45,95.0
133.6,0.85,1.05,6.64,44.17,185.0
28.99,22.09,0.44,4.43,23.95,63.0
27.38,25.01,0.19,4.3,43.76,113.0
44.3,16.46,0.74,12.02,63.71,127.0
61.79,24.41,0.01,6.63,21.24,152.0
72.2,20.27,8.5,4.4,25.48,204.0
41.6,9.07,0.54,5.36,13.28,67.0
85.73,53.72,0.0,34.99,49.54,199.0
10.99,20.53,0.11,8.73,27.09,80.0
98.53,47.83,1.29,15.03,32.95,251.0
73.62,58.59,1.27,6.94,45.51,153.0
21.13,21.89,0.89,8.43,30.62,83.0
33.52,26.44,0.57,19.96,45.17,83.0
86.41,39.89,1.31,17.67,65.26,251.0
40.38,24.31,0.7,30.4,74.3,131.0
22.09,9.35,0.0,2.67,34.97,49.0
61.94,37.15,0.83,10.65,53.69,138.0
61.46,45.51,0.74,16.38,59.28,122.0
67.33,44.68,0.86,7.87,37.87,115.0
9.76,9.06,0.43,14.52,36.58,43.0
54.73,45.98,0.16,17.35,39.39,97.0
42.5,28.26,0.63,5.83,45.58,110.0
55.72,35.94,1.29,10.8,26.55,118.0
224.37,67.6,1.97,21.01,44.82,368.0
108.07,8.24,0.97,7.2,40.83,225.0
8.41,24.6,0.11,6.42,9.79,36.0
60.99,41.09,0.9,13.92,37.25,124.0
38.1,22.21,0.79,13.89,22.73,100.0
18.19,16.45,0.35,5.51,15.16,50.0
31.7,26.77,0.58,6.53,44.57,89.0
49.1,8.75,0.49,5.41,66.63,132.0
92.53,45.67,1.31,13.26,46.42,257.0
42.7,42.25,0.7,31.11,40.2,98.0
29.43,30.01,0.52,11.95,18.46,85.0
58.07,58.31,0.32,44.6,47.96,109.0
12.0,20.48,0.55,12.17,10.33,79.0
51.25,27.73,0.94,9.38,67.65,147.0
120.75,21.65,0.64,2.67,15.85,340.0
224.27,65.61,1.69,23.17,58.98,379.0
10.37,10.63,0.39,3.71,15.78,39.0
168.33,54.84,1.48,23.03,49.68,291.0
83.07,44.57,0.91,17.59,42.21,174.0
143.66,49.49,1.3,15.09,30.9,321.0
61.34,40.09,1.12,19.48,51.94,202.0
38.51,10.58,0.49,12.69,25.22,93.0
48.22,8.51,0.85,4.96,25.95,109.0
77.3,10.73,0.73,11.3,53.99,126.0
326.79,57.76,1.86,10.25,35.11,455.0
147.48,56.43,1.91,14.4,35.45,335.0
10.89,11.39,0.56,21.15,19.61,68.0
63.82,10.54,0.39,14.4,24.17,135.0
24.14,14.87,0.66,6.28,17.0,63.0
64.88,15.42,1.04,15.4,47.96,115.0
153.28,24.61,0.7,7.31,40.15,593.0
13.97,10.82,0.78,6.22,22.14,63.0
209.97,67.09,2.19,14.72,26.6,365.0
8.55,21.09,0.51,21.46,28.19,45.0
48.61,32.33,0.99,11.21,46.34,179.0
37.28,26.57,0.43,6.13,52.45,104.0
48.34,46.78,0.64,8.0,28.7,91.0
103.26,54.24,1.59,19.67,52.46,269.0
57.07,52.52,0.86,13.35,32.33,126.0
123.41,22.25,1.2,8.66,17.65,288.0
61.0,27.66,1.31,6.97,61.42,252.0
35.27,28.79,0.5,4.01,25.1,68.0
36.68,35.01,1.22,5.77,20.25,90.0
38.91,8.86,0.88,5.35,33.92,102.0
29.01,11.41,0.61,19.01,17.0,74.0
179.79,56.73,1.56,16.32,51.15,340.0
58.25,24.79,0.86,17.34,46.94,122.0
32.26,9.02,0.27,7.12,12.27,54.0
135.21,51.93,1.6,14.37,36.97,292.0
101.59,54.98,1.33,9.44,40.02,249.0
25.7,39.56,1.15,26.2,24.28,83.0
31.51,30.16,0.62,7.18,48.4,83.0
130.23,73.32,1.4,16.21,50.01,195.0
67.18,43.48,0.88,10.6,38.79,139.0
71.66,7.38,0.91,9.69,15.62,110.0
259.0,58.92,1.68,23.76,56.1,398.0
71.62,47.56,1.24,21.22,45.45,151.0
38.54,31.0,1.07,9.43,27.74,104.0
21.46,25.07,0.74,11.08,19.54,63.0
110.95,9.91,0.52,10.06,11.35,313.0
14.04,14.28,0.11,5.58,11.15,61.0
16.32,13.08,0.34,9.74,15.49,49.0
198.88,44.3,1.9,10.95,24.63,378.0
31.83,16.83,0.61,5.87,24.72,57.0
64.72,9.65,0.67,7.82,17.28,153.0
43.56,16.55,0.54,10.03,68.67,107.0
53.9,5.4,0.59,11.04,18.54,105.0
123.81,70.69,1.52,15.06,60.26,279.0
77.42,19.65,0.05,3.41,6.05,176.0
23.16,26.37,0.31,8.74,15.43,70.0
23.49,32.1,0.84,6.27,21.65,64.0
46.04,7.92,0.76,6.44,40.99,97.0
49.56,66.04,0.15,12.73,29.12,130.0
201.17,75.08,2.4,16.02,41.54,377.0
52.52,39.0,0.99,7.25,18.46,120.0
150.08,53.35,1.3,13.31,32.03,344.0
28.04,24.18,0.1,8.63,70.62,103.0
11.81,29.99,0.34,13.82,41.43,50.0
186.19,74.83,1.75,13.8,45.91,334.0
48.05,19.75,0.55,6.67,33.65,88.0
67.51,25.32,1.02,8.7,72.79,120.0
103.95,60.86,1.52,14.32,49.83,229.0
49.41,37.02,0.52,11.5,35.68,100.0
184.06,58.15,13.78,9.13,40.91,391.0
52.73,10.53,0.74,6.27,48.65,141.0
38.87,40.44,0.67,5.14,44.39,95.0
12.26,10.14,0.17,4.36,32.5,56.0
49.66,29.88,1.08,8.97,59.28,94.0
69.02,10.53,1.06,12.49,32.91,130.0
74.82,46.75,1.74,11.85,59.48,174.0
9.03,19.43,0.11,8.96,13.65,41.0
92.11,56.71,1.26,14.12,52.25,206.0
64.24,51.8,1.5,16.92,38.34,167.0
32.56,52.22,0.85,10.94,5.34,88.0
15.77,6.04,0.36,14.45,28.78,80.0
53.71,13.43,10.19,3.21,22.08,226.0
34.29,38.79,0.72,5.64,41.82,99.0
47.48,28.19,0.81,10.92,43.89,140.0
150.28,50.86,1.42,15.76,32.7,295.0
106.76,58.87,6.75,17.56,93.54,367.0
62.74,43.14,0.87,11.48,20.37,113.0
60.63,46.99,0.76,22.86,10.8,107.0
52.76,26.52,0.68,6.5,53.39,146.0
106.36,59.18,0.97,12.99,26.89,209.0
90.72,12.11,1.03,26.99,19.67,174.0
37.31,35.51,0.62,6.93,45.12,89.0
57.68,31.11,0.88,9.34,48.47,146.0
20.54,21.37,0.48,4.86,16.03,53.0
127.8,49.9,1.27,15.01,44.13,277.0
171.34,52.73,1.3,13.7,54.08,329.0
166.19,56.7,10.81,6.94,43.25,340.0
43.39,33.52,0.68,7.02,24.86,87.0
83.41,51.05,1.01,14.21,34.6,196.0
67.26,11.17,0.71,10.5,58.92,134.0
56.62,33.22,0.76,4.47,34.19,129.0
14.89,17.27,0.37,7.35,20.59,51.0
9.88,11.9,0.37,3.35,14.86,33.0
97.09,86.95,1.11,13.62,33.03,176.0
74.04,76.91,1.2,3.09,22.55,149.0
30.03,32.93,0.88,22.77,13.26,61.0
21.05,10.07,0.8,7.78,39.9,63.0
54.69,30.94,0.91,12.74,40.63,142.0
52.3,27.98,0.01,0.71,19.59,125.0
67.77,28.91,0.6,5.57,34.65,125.0
30.93,14.46,0.52,11.96,41.62,118.0
383.36,73.6,2.5,15.12,39.52,532.0
155.84,1.17,0.78,5.37,33.41,230.0
30.21,11.29,0.58,13.19,20.89,74.0
21.34,10.69,0.66,14.58,45.32,61.0
64.18,28.07,0.09,19.0,138.18,188.0
26.43,14.91,0.41,9.44,25.61,70.0
89.53,22.79,0.89,20.75,42.72,190.0
69.8,20.17,0.12,14.07,118.09,165.0
55.89,20.02,1.19,21.88,31.89,122.0
240.07,54.6,1.39,7.88,27.55,372.0
75.66,45.84,0.92,5.69,25.57,147.0
139.65,10.01,0.31,10.92,16.02,321.0
146.81,38.96,1.13,6.67,21.48,351.0
126.47,106.1,1.43,15.29,26.24,312.0
117.2,45.4,1.32,13.44,65.61,268.0
42.33,11.27,0.76,10.04,35.09,112.0
27.67,16.09,0.79,9.79,64.29,105.0
44.32,37.73,0.67,6.11,43.87,112.0
59.86,30.46,0.92,11.57,62.12,280.0
45.69,20.98,0.0,7.2,29.15,80.0
11.4,18.0,0.16,4.17,27.54,59.0
122.37,53.29,1.45,13.59,31.86,269.0
152.62,44.22,11.55,6.79,34.36,358.0
63.19,42.84,1.0,18.43,37.39,101.0
58.96,38.42,0.94,18.9,48.72,198.0
35.49,19.72,0.71,13.17,40.53,95.0
72.27,49.32,0.81,10.01,32.77,156.0
56.2,5.93,0.61,10.23,24.06,122.0
5.72,12.4,0.15,3.27,25.0,46.0
17.88,20.4,0.26,6.55,16.66,52.0
27.8,24.13,0.73,10.33,15.8,78.0
143.34,60.85,2.0,25.84,47.34,389.0
119.75,76.17,2.51,21.02,55.85,296.0
29.61,17.97,0.0,5.13,30.97,54.0
247.27,92.32,2.73,20.77,116.29,478.0
106.63,42.67,1.31,20.41,57.05,238.0
30.96,53.94,0.71,25.05,14.33,105.0
25.06,31.6,0.99,8.55,24.07,77.0
63.26,45.85,0.67,7.07,38.11,115.0
68.66,38.67,0.67,15.32,38.31,145.0
10.3,12.76,0.53,11.83,23.89,35.0
