PM2_5,NO2,CO,SO2,O3,AQI
41.12,41.07,0.97,3.64,18.32,107.0
50.57,33.89,1.39,8.83,32.04,123.0
45.6,28.85,0.13,13.64,57.87,124.0
44.26,13.75,0.71,7.71,9.21,83.0
193.1,69.6,2.85,15.96,34.61,363.0
82.48,38.23,0.81,10.52,49.7,194.0
37.23,26.81,0.94,5.52,23.79,95.0
70.27,27.48,0.01,4.17,4.93,131.0
77.96,59.78,1.26,18.19,46.34,182.0
105.99,44.14,0.85,13.61,70.39,240.0
52.7,14.5,0.65,15.57,54.3,106.0
82.44,47.96,0.92,8.32,27.09,172.0
36.5,17.83,0.63,14.71,37.15,99.0
41.33,10.41,0.78,10.64,43.24,106.0
114.73,55.96,1.62,18.57,25.11,267.0
104.45,42.01,1.26,11.12,23.29,302.0
30.06,33.18,0.11,7.37,10.66,68.0
153.61,44.09,1.51,16.91,41.49,310.0
32.99,8.29,0.48,19.32,52.32,67.0
42.51,11.91,0.56,7.73,59.02,100.0
24.02,37.62,0.95,7.82,40.3,91.0
87.55,54.45,1.22,10.51,69.36,226.0
72.97,35.39,0.01,4.08,13.45,138.0
23.16,25.68,0.79,2.92,19.42,71.0
14.65,29.04,0.43,4.0,37.8,65.0
55.13,41.51,1.06,17.94,59.94,135.0
43.86,40.33,1.21,11.99,31.11,151.0
19.03,14.17,0.43,9.83,23.31,109.0
60.85,14.82,0.55,9.55,74.08,129.0
69.27,13.24,0.53,7.18,23.26,108.0
21.72,8.43,0.3,12.65,37.23,71.0
54.84,65.26,1.12,11.14,37.91,124.0
50.13,30.3,0.6,11.45,37.8,127.0
34.36,23.38,0.56,10.92,35.12,86.0
42.7,29.93,0.49,4.72,30.41,75.0
43.52,44.05,0.77,10.51,39.18,108.0
15.19,11.2,0.45,2.82,22.01,85.0
30.53,29.04,0.56,18.48,12.55,88.0
95.22,0.74,0.84,7.46,48.38,210.0
18.89,23.41,0.56,15.35,12.73,54.0
23.97,35.13,0.87,11.12,37.46,91.0
99.81,71.07,1.19,11.1,52.71,205.0
30.46,38.34,0.74,11.71,15.62,90.0
46.51,29.56,0.52,8.82,26.06,106.0
54.32,69.63,0.74,42.58,49.14,95.0
28.61,31.75,0.43,2.01,33.31,86.0
15.48,31.57,0.93,13.94,15.0,84.0
34.24,25.74,0.65,8.82,33.79,111.0
89.38,29.45,0.45,7.17,40.26,172.0
63.38,43.37,0.79,16.79,53.67,128.0
24.1,24.07,0.38,4.61,25.87,64.0
157.71,31.05,8.21,5.64,28.56,334.0
75.81,43.47,1.61,10.89,67.89,204.0
29.42,21.19,0.91,7.61,24.28,74.0
28.85,14.76,0.4,8.23,17.67,65.0
35.69,14.42,0.67,14.59,43.35,78.0
66.92,25.19,1.0,11.07,85.63,144.0
44.57,8.95,0.18,8.7,19.26,84.0
99.03,79.66,1.11,13.39,40.69,240.0
26.88,30.88,0.64,36.41,39.52,71.0
112.29,34.63,1.34,19.99,46.64,272.0
58.08,18.27,0.89,8.69,10.81,109.0
83.79,47.47,0.3,13.35,77.54,223.0
26.29,25.93,0.92,10.74,37.78,118.0
108.34,11.94,0.62,7.66,20.05,171.0
28.95,25.79,0.14,7.43,51.83,142.0
14.15,6.87,0.3,13.13,24.25,37.0
148.04,103.9,1.38,29.16,93.29,319.0
50.03,34.86,0.86,6.51,21.23,94.0
15.75,9.34,0.4,28.32,36.06,49.0
59.04,71.09,0.51,35.22,35.03,102.0
33.01,9.41,0.92,5.34,27.62,98.0
37.82,56.87,1.44,22.24,19.29,121.0
58.98,72.0,0.43,37.54,44.92,100.0
79.29,25.79,1.62,8.45,9.87,205.0
58.41,39.01,0.83,20.01,44.16,111.0
56.0,57.45,1.69,8.02,65.25,116.0
56.14,41.9,0.0,7.88,51.86,100.0
28.92,34.79,0.6,21.58,24.13,133.0
103.57,15.08,0.7,12.35,19.0,187.0
8.48,10.62,0.15,2.97,26.27,47.0
40.8,35.37,0.67,5.14,26.37,78.0
18.34,18.52,0.39,4.57,33.92,59.0
78.86,52.39,1.0,8.96,25.49,151.0
26.13,22.94,0.82,27.0,30.84,59.0
22.5,6.94,0.57,17.09,21.62,63.0
16.65,8.32,0.66,10.86,37.34,49.0
36.62,31.45,0.44,10.5,29.47,106.0
86.26,46.6,1.22,15.48,32.39,226.0
56.0,53.1,1.67,5.13,65.98,116.0
17.58,18.08,0.48,12.66,27.14,73.0
11.98,18.71,0.31,6.15,14.52,47.0
43.36,37.47,0.73,6.14,31.37,101.0
30.22,72.96,0.14,3.96,57.35,123.0
32.93,29.73,0.74,24.58,52.67,83.0
53.15,15.54,0.65,7.74,55.76,94.0
48.6,34.77,1.2,11.05,22.68,113.0
77.71,77.4,1.25,3.27,19.23,144.0
13.57,41.65,0.11,2.73,30.28,55.0
70.48,35.14,0.93,11.0,54.8,168.0
61.5,11.39,0.91,5.98,75.21,95.0
104.81,63.48,0.23,17.01,63.87,259.0
97.78,30.81,1.9,4.39,3.93,252.0
11.11,8.06,0.34,5.45,18.8,45.0
32.03,27.55,0.49,5.37,22.61,82.0
22.56,14.69,0.66,8.51,12.53,62.0
19.19,12.62,0.35,4.23,15.73,45.0
117.23,63.55,1.52,9.97,42.48,278.0
30.99,27.19,0.81,5.57,45.75,81.0
88.08,45.96,1.63,11.17,54.87,282.0
8.93,12.81,0.11,8.22,13.88,55.0
50.55,28.9,0.6,8.55,34.88,100.0
37.67,45.98,0.01,6.55,35.03,103.0
14.61,24.79,0.27,7.85,11.18,50.0
208.64,66.37,2.09,19.93,43.29,357.0
50.16,13.38,1.03,7.56,3.2,99.0
65.86,55.84,0.99,13.02,37.53,129.0
16.73,22.06,0.87,8.47,25.43,75.0
7.45,8.92,0.88,8.35,16.01,60.0
37.56,14.76,0.65,14.71,41.22,63.0
19.65,16.5,0.25,3.87,54.73,84.0
102.54,40.53,0.93,8.75,30.65,251.0
37.87,21.11,0.68,11.49,32.11,92.0
28.42,36.19,0.95,17.8,10.37,108.0
111.37,31.94,1.4,8.03,29.84,262.0
106.39,67.07,1.21,13.82,44.09,234.0
33.91,42.39,0.8,17.44,23.55,111.0
517.93,65.17,2.37,15.29,56.06,532.0
38.43,35.61,0.56,10.75,14.98,89.0
47.01,31.85,1.07,11.4,32.1,100.0
57.16,70.75,0.17,9.6,30.25,156.0
46.03,20.92,1.02,33.88,84.98,113.0
61.1,32.54,1.18,10.88,39.36,138.0
56.08,60.14,1.46,6.48,47.06,103.0
10.3,6.05,0.26,4.79,31.72,39.0
26.45,9.1,0.28,9.62,45.2,76.0
65.98,43.82,0.46,39.34,62.06,115.0
228.9,55.65,2.8,14.93,27.82,426.0
30.42,16.96,0.72,13.67,30.35,99.0
23.7,11.12,0.55,7.71,64.94,94.0
51.5,46.23,1.61,12.44,18.99,106.0
71.88,33.23,0.71,10.28,77.3,160.0
301.39,48.45,1.77,18.03,42.79,417.0
39.79,40.3,0.58,4.88,23.42,75.0
35.21,18.03,0.41,3.48,29.34,68.0
81.99,45.8,1.21,17.36,59.34,168.0
22.66,11.53,0.63,9.21,20.6,58.0
116.55,60.18,1.76,24.86,48.44,245.0
15.84,23.73,0.34,7.13,13.7,48.0
62.68,50.55,0.58,27.46,43.16,127.0
258.48,54.69,1.84,28.58,75.26,421.0
84.11,63.84,1.33,8.97,32.44,150.0
295.71,94.04,2.42,23.57,108.14,463.0
20.29,13.83,0.73,6.22,25.63,71.0
233.1,66.19,1.54,21.82,66.79,373.0
97.37,58.31,1.1,11.59,56.75,268.0
78.74,41.79,1.11,9.25,54.41,194.0
32.79,19.62,0.55,5.55,37.98,124.0
22.97,11.23,0.49,10.92,38.63,71.0
21.38,19.85,0.48,23.3,39.42,78.0
194.47,35.42,1.25,5.15,10.86,338.0
48.26,36.7,1.11,24.73,12.13,137.0
71.17,10.78,0.4,7.65,31.33,155.0
19.46,31.74,0.51,27.42,14.73,71.0
59.95,5.3,0.5,48.96,51.89,106.0
33.48,12.47,0.8,9.02,28.24,92.0
28.04,34.6,0.82,6.37,40.03,79.0
43.52,24.24,0.54,3.09,51.71,94.0
60.85,51.12,1.81,32.42,29.42,112.0
30.13,15.08,0.74,16.68,33.88,193.0
43.56,38.15,0.66,9.21,16.97,123.0
18.03,8.65,0.35,7.51,45.52,62.0
73.34,1.33,0.41,4.64,34.78,191.0
35.26,4.15,0.56,12.99,50.61,130.0
45.65,13.18,0.97,8.9,22.51,109.0
32.45,16.13,1.12,14.92,12.39,106.0
45.56,14.37,1.52,16.32,19.24,103.0
21.93,13.39,0.33,2.72,24.77,61.0
39.15,17.95,1.6,14.55,11.03,136.0
53.51,42.5,0.19,19.01,42.89,143.0
26.47,11.18,0.91,17.6,20.92,79.0
22.47,16.52,0.52,8.65,20.97,61.0
67.08,35.54,4.76,11.92,70.74,258.0
353.86,86.59,2.76,19.96,107.69,483.0
42.4,35.13,0.79,28.26,58.59,102.0
112.89,43.78,2.07,18.61,71.98,333.0
115.93,32.29,11.3,7.03,35.05,315.0
30.35,35.76,0.79,28.78,44.58,87.0
13.49,7.57,0.5,19.01,27.18,70.0
211.64,53.08,1.84,19.36,65.34,366.0
26.91,23.75,0.29,7.05,16.55,72.0
150.93,6.52,0.8,11.05,35.73,246.0
54.74,47.03,0.87,7.01,47.14,103.0
22.9,20.48,0.6,8.96,22.0,67.0
47.42,37.25,0.69,8.04,46.38,103.0
205.22,63.77,1.92,17.41,37.05,370.0
24.16,18.96,0.34,6.88,34.69,53.0
17.29,17.06,0.07,5.03,30.88,55.0
13.25,13.2,0.3,2.76,21.74,40.0
77.94,30.74,0.63,5.63,36.29,161.0
79.24,69.37,0.9,17.62,41.3,184.0
21.97,26.51,0.52,22.25,12.68,76.0
65.09,67.32,1.1,9.62,41.64,156.0
110.48,53.69,2.05,14.61,57.57,280.0
7.8,14.27,0.76,5.12,22.19,63.0
252.2,66.03,2.22,15.9,38.38,422.0
24.95,14.74,0.77,4.81,16.97,43.0
34.14,41.82,1.18,31.44,36.75,106.0
25.89,6.06,0.34,3.75,34.04,54.0
31.98,21.43,0.53,3.8,19.45,72.0
15.87,14.2,0.41,1.87,29.98,47.0
56.19,43.3,1.22,10.85,48.8,209.0
38.78,14.7,0.41,9.56,49.58,96.0
18.09,7.26,1.0,6.14,64.6,89.0
22.89,28.03,0.59,18.84,27.81,73.0
29.87,32.63,0.6,4.16,46.82,92.0
27.23,33.99,0.64,27.9,13.08,78.0
43.24,12.66,0.73,9.44,34.08,96.0
35.61,29.59,0.6,6.07,53.56,104.0
35.6,13.73,0.36,2.58,23.62,74.0
39.63,8.95,0.69,4.28,54.24,108.0
60.38,33.03,1.55,8.95,34.79,124.0
62.23,37.26,0.66,3.19,18.47,117.0
66.82,32.58,0.65,11.42,37.79,106.0
27.89,5.99,0.42,6.07,30.64,64.0
58.96,14.96,0.72,6.09,24.27,95.0
37.91,38.98,0.72,5.28,44.0,84.0
22.14,26.84,0.9,11.1,45.44,102.0
27.41,24.09,0.49,4.33,22.33,50.0
41.0,41.38,0.67,8.61,37.66,102.0
27.87,9.17,0.71,12.02,30.79,89.0
21.94,9.3,0.51,7.89,13.87,43.0
17.71,23.01,0.87,3.63,23.39,65.0
245.97,35.11,1.74,17.66,42.32,340.0
42.98,34.0,0.84,11.14,38.86,83.0
32.33,19.42,0.61,21.27,34.54,104.0
62.35,39.97,0.8,12.65,39.43,148.0
55.85,27.07,0.81,15.81,38.23,124.0
27.77,31.23,0.42,6.01,22.31,71.0
16.05,12.3,0.59,10.74,30.31,50.0
24.07,15.32,0.43,10.41,18.08,60.0
19.64,16.05,0.81,8.64,27.11,61.0
51.42,38.28,0.16,10.89,57.96,154.0
48.89,55.29,0.78,18.72,27.85,112.0
35.47,28.75,0.68,8.96,24.19,75.0
27.28,42.29,0.8,7.57,30.51,96.0
67.06,20.25,0.06,4.7,54.92,138.0
22.41,25.42,0.35,5.16,23.48,52.0
16.68,42.12,0.24,8.03,29.57,70.0
27.1,23.91,0.47,12.6,23.43,106.0
19.11,21.68,0.31,13.65,15.36,58.0
20.26,12.71,0.33,12.12,74.55,100.0
158.59,41.36,8.7,5.03,17.51,334.0
15.62,10.16,0.51,12.02,27.2,46.0
11.2,9.8,0.39,8.68,19.4,34.0
41.58,35.0,0.79,20.54,43.45,81.0
50.38,9.39,0.74,7.33,39.71,152.0
14.75,19.56,0.62,4.72,16.92,51.0
37.69,21.59,0.73,9.55,24.11,71.0
31.85,32.48,0.74,6.11,61.46,101.0
21.62,24.02,0.11,10.42,59.94,69.0
27.58,33.36,0.68,21.97,21.4,101.0
14.98,13.97,0.47,14.17,29.78,47.0
50.64,37.51,0.16,17.73,50.11,161.0
18.39,15.41,0.36,9.21,16.87,48.0
178.04,38.43,11.58,6.43,14.91,345.0
45.57,34.18,0.79,5.42,17.37,105.0
211.59,58.17,13.08,9.9,23.28,358.0
49.75,22.44,0.66,10.46,39.92,102.0
43.72,9.53,0.38,15.18,27.31,79.0
42.22,15.84,0.61,9.03,43.77,95.0
38.92,39.07,1.01,15.05,50.12,104.0
36.13,21.37,0.66,14.2,48.34,89.0
12.67,9.99,0.33,4.32,16.24,36.0
6.3,12.21,0.11,8.56,17.14,23.0
43.36,25.07,1.03,9.53,59.04,128.0
249.23,60.59,1.66,14.8,37.38,413.0
55.38,37.79,1.1,16.82,38.73,153.0
22.24,11.59,0.54,14.28,35.76,60.0
13.78,10.61,0.47,11.83,29.61,41.0
84.81,57.75,1.52,20.93,41.85,194.0
50.05,55.81,0.87,13.92,35.92,108.0
38.81,28.87,1.08,10.67,38.66,101.0
22.48,18.99,0.65,3.89,8.0,88.0
34.27,47.83,1.06,12.33,17.62,96.0
16.79,8.58,0.3,8.3,22.17,38.0
17.86,28.5,0.48,14.34,24.0,66.0
61.56,10.77,0.64,11.17,32.32,90.0
41.06,26.62,0.66,5.08,31.53,95.0
32.72,24.06,0.7,8.84,27.66,106.0
51.84,5.48,0.62,11.54,18.3,110.0
103.02,64.88,1.47,14.9,49.85,244.0
66.4,46.24,0.68,6.44,33.19,132.0
57.35,42.21,0.57,3.3,21.5,130.0
24.01,23.84,0.42,4.5,49.99,75.0
51.15,13.63,0.64,8.39,9.66,109.0
41.57,18.5,0.0,4.87,31.95,74.0
14.72,4.64,0.49,9.71,34.63,45.0
30.66,16.42,0.77,13.33,25.78,94.0
59.22,9.6,1.23,3.13,38.93,164.0
46.15,33.42,0.93,7.39,14.34,95.0
10.78,13.74,0.67,3.22,21.9,82.0
107.94,63.17,0.8,26.75,21.59,287.0
51.92,37.25,0.95,7.32,20.4,119.0
287.34,69.46,2.54,17.77,39.58,475.0
148.47,32.77,1.17,4.9,12.08,320.0
172.89,47.21,1.43,17.09,70.51,362.0
37.8,23.75,0.57,4.71,14.48,78.0
136.45,11.76,0.66,7.34,32.21,231.0
61.36,65.8,0.32,43.85,46.78,102.0
60.53,18.16,0.93,8.68,55.55,139.0
106.25,43.09,0.13,15.45,66.9,228.0
39.29,9.99,0.48,10.74,16.08,108.0
74.49,49.64,0.88,7.11,27.41,146.0
40.79,22.38,0.68,12.59,41.26,90.0
32.39,15.43,0.67,16.6,70.04,166.0
36.89,18.83,0.57,7.04,13.58,76.0
100.32,50.33,1.19,20.36,43.21,221.0
97.2,20.69,1.26,8.82,46.2,228.0
75.46,56.53,0.13,30.48,51.98,137.0
73.44,6.34,0.95,12.4,15.35,138.0
117.47,19.17,2.15,6.8,20.97,304.0
48.86,26.06,0.53,2.0,32.25,105.0
15.46,18.66,0.78,7.07,26.82,91.0
93.45,52.15,2.41,12.02,57.78,218.0
36.92,25.18,0.64,14.78,30.4,96.0
48.11,45.09,1.05,14.04,38.94,83.0
89.03,59.86,1.27,15.24,35.6,184.0
185.31,76.48,1.74,17.95,48.1,347.0
143.81,50.9,2.44,11.24,21.83,322.0
12.3,11.7,0.07,3.66,48.45,74.0
9.8,19.97,0.26,6.34,17.74,32.0
29.22,29.21,0.39,10.13,41.7,67.0
47.0,10.01,0.4,6.24,25.62,74.0
101.37,70.05,0.96,13.14,45.61,228.0
23.65,25.79,0.69,4.39,36.5,91.0
54.56,34.26,0.0,4.16,58.14,126.0
31.58,42.54,0.67,7.29,38.29,83.0
62.28,17.67,1.53,10.23,31.37,150.0
59.05,12.28,0.73,10.18,10.13,107.0
39.8,17.96,0.84,10.51,37.29,114.0
48.07,23.06,1.02,8.07,55.96,110.0
10.01,15.18,0.46,5.97,13.9,51.0
85.21,71.8,1.75,21.99,49.58,226.0
44.22,8.53,0.73,9.61,23.87,88.0
33.09,25.24,0.57,5.53,22.63,64.0
21.22,24.88,0.57,5.43,17.49,40.0
32.08,24.14,0.29,19.21,36.8,100.0
39.62,10.84,0.73,6.11,72.95,126.0
25.79,17.7,0.36,4.24,41.5,111.0
82.74,0.51,0.73,10.53,30.64,169.0
64.35,50.97,0.33,44.21,56.45,117.0
71.57,43.55,1.18,16.61,53.92,132.0
29.12,30.77,0.89,26.82,41.79,95.0
56.29,16.71,0.95,12.91,48.39,114.0
83.96,54.68,1.78,13.37,47.74,201.0
180.52,75.42,3.15,17.32,45.8,375.0
36.5,32.41,0.45,5.74,23.91,72.0
66.95,10.13,0.92,6.21,51.08,124.0
48.65,43.91,0.77,15.75,43.75,124.0
82.15,31.72,1.2,17.22,45.83,177.0
16.68,17.33,0.42,3.03,21.5,43.0
62.65,51.12,0.52,34.96,63.49,124.0
59.22,38.18,0.47,8.72,33.28,141.0
155.38,45.11,14.21,12.24,30.11,320.0
20.5,15.36,0.03,4.59,36.6,58.0
48.18,38.12,1.11,5.28,16.78,118.0
82.19,25.96,1.12,4.77,100.61,173.0
32.75,22.34,0.9,8.72,60.29,67.0
54.05,31.7,0.65,8.25,25.26,116.0
62.34,34.38,0.0,3.21,52.76,102.0
90.68,28.37,1.89,5.71,3.71,235.0
209.96,63.79,1.79,14.22,40.22,396.0
41.23,30.87,0.5,5.42,35.6,101.0
68.13,23.93,0.84,9.77,48.52,183.0
28.54,12.06,0.84,5.78,14.57,68.0
22.46,10.81,0.38,20.25,35.46,45.0
46.82,40.85,0.76,11.69,35.35,132.0
47.88,37.4,0.77,8.79,48.41,96.0
29.47,11.55,0.59,9.63,22.14,52.0
40.12,35.16,1.65,6.65,43.27,156.0
51.17,25.74,1.01,18.59,28.0,138.0
29.6,11.53,0.64,11.32,25.04,81.0
55.84,39.35,0.84,13.51,40.31,134.0
36.21,28.89,0.52,6.04,23.49,73.0
15.49,14.23,0.33,4.7,14.37,38.0
27.12,23.35,0.84,7.37,54.39,69.0
71.09,85.01,1.15,10.68,40.2,130.0
118.66,1.87,0.87,7.59,35.3,266.0
86.04,35.09,2.43,7.72,15.8,186.0
41.26,28.28,0.95,9.97,27.06,97.0
63.01,53.44,0.67,18.36,44.11,135.0
203.33,74.5,1.7,14.35,49.11,375.0
69.8,29.95,0.71,7.62,28.77,131.0
50.1,24.89,0.68,3.41,47.33,107.0
147.44,39.07,1.37,4.87,10.89,341.0
22.09,28.51,0.5,10.36,17.47,59.0
57.23,37.61,0.64,11.83,29.33,113.0
32.25,27.46,0.44,6.13,28.19,65.0
11.69,9.19,0.56,9.05,16.87,39.0
8.26,9.12,0.17,4.25,31.84,56.0
30.71,13.39,0.52,17.01,63.43,80.0
70.98,25.61,0.32,22.29,34.44,193.0
44.76,15.63,0.74,9.08,43.77,67.0
53.43,44.43,1.03,25.07,20.23,100.0
61.42,36.21,0.0,6.6,53.49,98.0
48.5,45.67,0.59,11.38,20.66,109.0
50.36,32.81,0.69,7.87,39.88,141.0
8.64,23.46,0.11,6.7,7.66,37.0
265.06,74.72,2.74,18.72,37.8,454.0
31.12,36.11,0.77,11.71,13.51,114.0
37.44,10.04,0.84,13.1,26.11,102.0
12.9,15.86,0.61,5.1,10.51,56.0
53.12,5.73,0.85,13.54,16.92,108.0
24.49,30.89,0.7,8.09,8.37,81.0
86.7,18.82,7.98,3.84,25.87,238.0
29.31,4.14,0.38,17.55,62.14,97.0
116.63,21.4,0.0,6.32,19.98,251.0
40.51,16.93,0.51,14.62,54.63,99.0
16.46,17.41,0.61,4.72,40.44,65.0
17.99,8.02,0.47,9.11,29.02,79.0
38.89,8.57,0.3,15.06,35.94,83.0
34.9,8.83,0.24,9.0,28.31,69.0
21.28,27.95,0.44,18.83,38.25,77.0
13.85,11.95,0.37,10.26,18.78,104.0
16.77,7.56,0.62,3.5,17.53,79.0
34.07,37.54,0.56,6.15,19.95,86.0
53.01,15.94,0.57,12.52,44.48,96.0
47.46,68.01,0.99,16.85,36.32,125.0
12.37,11.68,0.39,8.63,31.79,98.0
57.61,25.82,0.64,11.04,27.88,96.0
63.05,14.09,0.9,8.11,11.11,117.0
9.93,31.44,0.25,1.98,24.77,62.0
19.27,27.8,0.62,6.64,13.05,102.0
61.04,18.46,0.89,17.52,56.81,140.0
79.83,39.02,0.99,12.95,34.95,205.0
10.89,11.31,0.16,4.88,38.36,62.0
45.57,26.88,0.61,5.01,22.17,92.0
36.88,33.99,0.53,12.06,13.83,95.0
78.02,39.22,1.27,21.8,29.06,184.0
30.8,27.43,0.61,3.83,22.23,64.0
22.29,13.52,0.31,5.46,25.28,55.0
45.69,16.58,0.58,12.82,30.59,93.0
74.08,8.91,0.91,11.36,72.53,142.0
78.27,45.36,0.06,10.32,58.53,160.0
26.22,20.1,0.61,8.25,23.74,86.0
75.49,22.51,0.92,5.16,34.32,130.0
57.27,31.09,0.94,12.22,58.0,195.0
14.39,21.97,0.26,7.32,14.75,45.0
30.4,50.51,0.87,14.79,17.03,100.0
67.71,8.47,0.69,5.01,38.8,131.0
24.59,70.69,0.32,4.45,16.52,66.0
73.83,30.68,1.03,10.25,83.49,181.0
71.88,54.12,1.21,12.59,40.8,113.0
113.42,45.22,1.22,12.5,27.74,248.0
69.02,6.65,1.25,9.03,42.29,148.0
55.97,40.7,0.64,17.06,22.72,105.0
13.21,20.22,0.27,6.21,15.7,37.0
30.53,10.89,0.81,8.78,31.66,102.0
22.15,9.69,0.38,5.25,32.76,50.0
77.16,42.14,0.93,13.79,55.84,156.0
58.24,47.67,1.09,25.23,26.95,106.0
263.39,70.46,2.9,17.62,50.55,456.0
18.23,22.38,0.28,6.09,18.44,53.0
68.64,40.6,0.92,15.72,43.66,143.0
28.84,36.27,0.84,16.08,7.94,89.0
26.84,21.62,0.68,17.71,28.48,65.0
35.41,31.3,0.86,9.46,37.19,117.0
117.32,65.19,1.93,7.12,35.96,279.0
66.21,41.29,1.28,7.78,49.79,107.0
25.44,11.41,0.82,11.62,30.24,70.0
121.48,51.04,1.29,14.43,41.67,257.0
12.76,15.13,0.45,3.73,16.65,60.0
7.09,7.41,0.65,13.87,29.37,72.0
29.8,10.72,0.43,5.37,12.63,73.0
27.53,28.71,0.64,9.69,20.53,78.0
82.76,46.37,0.28,29.72,37.61,193.0
60.72,45.35,0.61,8.39,28.84,128.0
21.59,41.77,0.86,10.46,6.44,88.0
80.27,14.51,0.54,12.37,22.51,147.0
65.61,26.03,0.57,5.44,25.47,128.0
106.87,80.75,1.12,19.36,44.77,254.0
44.67,29.73,0.64,8.46,63.97,111.0
56.44,15.27,0.67,7.94,10.93,91.0
44.28,33.79,1.04,10.93,45.46,176.0
33.87,23.4,0.44,5.21,21.86,100.0
82.1,45.79,0.84,7.61,31.18,172.0
73.91,10.36,0.89,7.65,44.51,149.0
71.7,45.42,0.67,17.59,44.23,139.0
68.2,36.66,0.57,12.68,32.23,126.0
16.21,12.43,0.46,12.46,36.4,60.0
36.41,38.77,0.14,5.92,45.63,84.0
16.18,17.81,0.38,8.37,57.24,83.0
91.16,59.07,1.17,15.56,59.41,207.0
13.18,18.79,0.58,5.3,10.63,46.0
55.36,37.83,0.74,17.25,59.62,111.0
44.3,34.53,0.51,8.18,34.32,110.0
51.39,18.38,1.4,9.95,46.98,143.0
68.23,56.2,1.27,12.53,28.53,163.0
26.11,26.65,0.78,6.26,49.07,83.0
73.96,19.29,0.1,13.9,123.8,191.0
64.48,34.12,1.07,9.49,40.53,139.0
128.92,46.82,1.17,9.23,33.66,307.0
108.98,48.86,1.23,16.08,37.77,314.0
50.34,37.89,0.52,9.8,29.24,112.0
100.63,58.23,0.73,12.57,115.35,255.0
68.55,51.51,0.92,9.44,51.26,126.0
58.63,36.14,0.44,24.4,48.09,157.0
37.57,35.15,0.54,6.78,39.51,95.0
117.98,38.64,1.13,8.67,17.63,281.0
44.18,20.98,0.48,4.01,19.82,91.0
8.6,20.6,0.46,2.81,37.63,49.0
154.49,9.94,0.37,19.27,15.38,313.0
43.35,7.9,0.63,4.03,49.35,86.0
39.06,31.2,0.71,5.68,33.27,101.0
156.26,48.95,1.31,14.67,27.37,340.0
11.46,9.63,0.38,7.77,20.86,45.0
18.3,19.49,0.45,3.62,11.89,43.0
152.33,38.87,1.31,14.45,43.18,351.0
56.81,23.67,0.74,8.46,78.8,102.0
79.98,30.14,0.81,8.24,58.87,196.0
18.5,11.68,0.39,5.75,26.06,50.0
18.95,31.96,0.52,6.51,28.05,62.0
83.48,33.92,0.97,11.55,41.53,214.0
46.69,32.68,1.14,7.81,31.18,107.0
45.87,8.87,0.88,7.81,27.92,104.0
33.39,10.43,0.6,6.75,38.56,88.0
15.43,8.88,0.52,11.13,13.78,35.0
63.4,62.86,1.06,11.92,33.84,169.0
37.58,35.07,0.81,5.38,38.07,102.0
69.33,50.13,1.0,8.51,48.7,143.0
35.59,22.1,0.06,4.4,57.62,97.0
70.89,68.12,1.17,13.87,29.82,160.0
59.05,28.13,0.68,4.38,65.86,126.0
110.39,52.24,0.04,36.01,82.2,235.0
31.66,9.29,0.62,15.94,46.68,68.0
24.59,16.79,0.82,9.74,43.77,61.0
84.88,48.82,1.09,12.02,20.64,200.0
71.12,33.16,0.82,9.14,84.58,132.0
31.55,43.01,0.4,27.6,9.27,83.0
99.27,42.59,1.09,15.14,34.81,247.0
13.98,15.96,0.38,6.72,13.47,41.0
73.21,61.14,1.11,16.63,62.74,150.0
86.0,12.72,0.54,13.79,17.99,245.0
57.28,37.45,0.93,13.82,37.15,149.0
15.18,11.92,0.37,5.71,24.53,47.0
87.62,45.6,1.11,13.23,45.24,192.0
13.45,24.16,0.46,14.9,40.53,48.0
35.75,38.78,0.95,11.57,39.83,104.0
104.29,25.63,10.76,6.3,29.62,274.0
14.91,11.51,0.19,5.41,23.33,71.0
65.91,25.62,0.99,18.62,47.98,143.0
32.8,36.41,0.53,4.62,27.53,64.0
87.12,44.15,1.04,9.01,77.9,176.0
146.6,34.92,9.2,3.33,23.2,325.0
64.77,32.01,1.01,15.06,49.14,138.0
63.16,38.16,0.5,7.78,23.41,128.0
21.58,39.44,0.73,10.43,19.42,61.0
46.62,30.3,0.76,23.13,25.32,90.0
34.43,4.23,0.66,8.71,37.1,74.0
101.36,53.02,1.22,15.09,36.22,241.0
249.17,70.25,1.86,25.51,66.0,398.0
261.82,65.49,2.49,20.17,32.64,415.0
40.33,31.73,0.95,10.81,29.76,96.0
19.27,18.13,0.72,3.92,17.37,82.0
27.0,23.58,0.56,5.03,28.48,62.0
25.52,9.21,0.45,1.71,36.79,69.0
152.61,58.53,1.02,23.09,30.49,310.0
44.54,26.15,0.98,10.65,32.06,123.0
38.57,17.59,0.67,15.7,50.15,102.0
28.05,18.74,0.48,12.78,25.81,71.0
77.65,53.96,0.95,10.51,57.35,160.0
21.25,24.72,0.36,5.26,20.81,51.0
27.7,38.37,0.35,15.97,27.5,112.0
21.68,27.12,1.1,8.37,20.73,85.0
80.94,21.39,0.61,6.62,29.26,165.0
38.5,28.55,0.45,4.7,22.27,79.0
48.43,45.51,1.06,3.55,22.46,117.0
26.16,20.14,0.48,3.54,18.66,50.0
29.76,27.5,0.83,3.91,21.7,93.0
47.43,29.8,0.72,7.68,47.68,167.0
137.45,87.03,1.4,21.05,105.07,320.0
